Time(Hours);EntityID;ObjectName;ProcessID;StepName;Action
0;Moto1[1];Moto1[1];0.OnRunInitialized;[Park] AtInitialNode;Entity 'Moto1[1]' transferring from '[FreeSpace] Model' into station 'Output@Pizzeria.ParkingStation'.
0;Moto1[1];Output@Pizzeria;1.OnEnteredParking;[Begin];Process 'Output@Pizzeria.OnEnteredParking' execution started.
0;Moto1[1];Output@Pizzeria;1.OnEnteredParking;[EndTransfer] EndTransfer;Entity 'Moto1[1]' ending transfer into station 'Output@Pizzeria.ParkingStation'.
0;Moto1[1];Output@Pizzeria;1.OnEnteredParking;[End];Process 'Output@Pizzeria.OnEnteredParking' execution ended.
0;Moto2[1];Moto2[1];1.OnRunInitialized;[Begin];Process 'Moto2[1].OnRunInitialized' execution started.
0;Moto2[1];Moto2[1];1.OnRunInitialized;[Park] AtInitialNode;Entity 'Moto2[1]' transferring from '[FreeSpace] Model' into station 'Output@Pizzeria.ParkingStation'.
0;Moto2[1];Output@Pizzeria;2.OnEnteredParking;[Begin];Process 'Output@Pizzeria.OnEnteredParking' execution started.
0;Moto2[1];Output@Pizzeria;2.OnEnteredParking;[EndTransfer] EndTransfer;Entity 'Moto2[1]' ending transfer into station 'Output@Pizzeria.ParkingStation'.
0;Moto2[1];Output@Pizzeria;2.OnEnteredParking;[End];Process 'Output@Pizzeria.OnEnteredParking' execution ended.
0;Moto3[1];Moto3[1];2.OnRunInitialized;[Begin];Process 'Moto3[1].OnRunInitialized' execution started.
0;Moto3[1];Moto3[1];2.OnRunInitialized;[Park] AtInitialNode;Entity 'Moto3[1]' transferring from '[FreeSpace] Model' into station 'Output@Pizzeria.ParkingStation'.
0;Moto3[1];Output@Pizzeria;3.OnEnteredParking;[Begin];Process 'Output@Pizzeria.OnEnteredParking' execution started.
0;Moto3[1];Output@Pizzeria;3.OnEnteredParking;[EndTransfer] EndTransfer;Entity 'Moto3[1]' ending transfer into station 'Output@Pizzeria.ParkingStation'.
0;Moto3[1];Output@Pizzeria;3.OnEnteredParking;[End];Process 'Output@Pizzeria.OnEnteredParking' execution ended.
0;Moto1[1];Moto1[1];0.OnRunInitialized;[Decide] IfOnShift;Token branching on condition 'ResourceState!=List.ResourceStateName.OffShift'.
0;Moto1[1];Moto1[1];0.OnRunInitialized;[Decide] IfOnShift;Token sent to 'True' exit.
0;Moto1[1];Moto1[1];0.OnRunInitialized;[PlanVisit] InitialMoveOrTransportRequests;Entity 'Moto1[1]' searching 'Model.Global.VisitRequestQueue' which contains '0' request(s).
0;Moto1[1];Moto1[1];0.OnRunInitialized;[PlanVisit] InitialMoveOrTransportRequests;Entity 'Moto1[1]' failed to find and plan an eligible visit request.
0;Moto1[1];Moto1[1];0.OnRunInitialized;[End];Process 'Moto1[1].OnRunInitialized' execution ended.
0;Moto2[1];Moto2[1];1.OnRunInitialized;[Decide] IfOnShift;Token branching on condition 'ResourceState!=List.ResourceStateName.OffShift'.
0;Moto2[1];Moto2[1];1.OnRunInitialized;[Decide] IfOnShift;Token sent to 'True' exit.
0;Moto2[1];Moto2[1];1.OnRunInitialized;[PlanVisit] InitialMoveOrTransportRequests;Entity 'Moto2[1]' searching 'Model.Global.VisitRequestQueue' which contains '0' request(s).
0;Moto2[1];Moto2[1];1.OnRunInitialized;[PlanVisit] InitialMoveOrTransportRequests;Entity 'Moto2[1]' failed to find and plan an eligible visit request.
0;Moto2[1];Moto2[1];1.OnRunInitialized;[End];Process 'Moto2[1].OnRunInitialized' execution ended.
0;Moto3[1];Moto3[1];2.OnRunInitialized;[Decide] IfOnShift;Token branching on condition 'ResourceState!=List.ResourceStateName.OffShift'.
0;Moto3[1];Moto3[1];2.OnRunInitialized;[Decide] IfOnShift;Token sent to 'True' exit.
0;Moto3[1];Moto3[1];2.OnRunInitialized;[PlanVisit] InitialMoveOrTransportRequests;Entity 'Moto3[1]' searching 'Model.Global.VisitRequestQueue' which contains '0' request(s).
0;Moto3[1];Moto3[1];2.OnRunInitialized;[PlanVisit] InitialMoveOrTransportRequests;Entity 'Moto3[1]' failed to find and plan an eligible visit request.
0;Moto3[1];Moto3[1];2.OnRunInitialized;[End];Process 'Moto3[1].OnRunInitialized' execution ended.
0.104844488421993;--;--;--;--;Firing event 'Pizzeria.EntityArrivals.Event'.
0.104844488421993;--;--;--;--;Time until next event of timer 'Pizzeria.EntityArrivals' is '0.0324110218313672' Hours.
0.104844488421993;Pizzeria;Pizzeria;2.OnEntityArrival;[Begin];Process 'Pizzeria.OnEntityArrival' execution started.
0.104844488421993;Pizzeria;Pizzeria;2.OnEntityArrival;[Create] Entities;Creating '1' new object(s) of entity type 'Pizza'.
0.104844488421993;Pizzeria;Pizzeria;2.OnEntityArrival;[Create] Entities;Created object 'Pizza.30'.
0.104844488421993;Pizza.30;Pizzeria;1.OnEntityArrival;[Transfer] ToProcessing;Entity 'Pizza.30' transferring from '[FreeSpace] Pizzeria' into station 'Pizzeria.Processing'.
0.104844488421993;Pizzeria;Pizzeria;2.OnEntityArrival;[End];Process 'Pizzeria.OnEntityArrival' execution ended.
0.104844488421993;Pizza.30;Pizzeria;0.OnEnteredProcessing;[Begin];Process 'Pizzeria.OnEnteredProcessing' execution started.
0.104844488421993;Pizza.30;Pizzeria;0.OnEnteredProcessing;[EndTransfer] IntoProcessing;Entity 'Pizza.30' ending transfer into station 'Pizzeria.Processing'.
0.104844488421993;Pizza.30;Pizzeria;0.OnEnteredProcessing;[Transfer] ToOutputBuffer;Entity 'Pizza.30' transferring from '[Station] Pizzeria.Processing' into station 'Pizzeria.OutputBuffer'.
0.104844488421993;Pizza.30;Pizzeria;1.OnEntityArrival;[End];Process 'Pizzeria.OnEntityArrival' execution ended.
0.104844488421993;Pizza.30;Pizzeria;2.OnEnteredOutputBuffer;[Begin];Process 'Pizzeria.OnEnteredOutputBuffer' execution started.
0.104844488421993;Pizza.30;Pizzeria;2.OnEnteredOutputBuffer;[EndTransfer] IntoOutputBuffer;Entity 'Pizza.30' ending transfer into station 'Pizzeria.OutputBuffer'.
0.104844488421993;Pizza.30;Pizzeria;2.OnEnteredOutputBuffer;[Transfer] ToOutputNode;Entity 'Pizza.30' transferring from '[Station] Pizzeria.OutputBuffer' into node 'Output@Pizzeria'.
0.104844488421993;Pizza.30;Output@Pizzeria;1.OnEnteredFromAssociatedObject;[Begin];Process 'Output@Pizzeria.OnEnteredFromAssociatedObject' execution started.
0.104844488421993;Pizza.30;Output@Pizzeria;1.OnEnteredFromAssociatedObject;[Assign] OnEnteringAssignments;Assigning state variable 'Pizza.30.NumeroCasa' the value '4'. Previous value was '1'.
0.104844488421993;Pizza.30;Output@Pizzeria;1.OnEnteredFromAssociatedObject;[Fire] EnteredEvent;Firing event 'Output@Pizzeria.Entered'.
0.104844488421993;Pizza.30;Output@Pizzeria;1.OnEnteredFromAssociatedObject;[Decide] IfTransporter;Token branching on condition 'Entity.Is.Transporter'.
0.104844488421993;Pizza.30;Output@Pizzeria;1.OnEnteredFromAssociatedObject;[Decide] IfTransporter;Token sent to 'False' exit.
0.104844488421993;Pizza.30;Output@Pizzeria;1.OnEnteredFromAssociatedObject;[Execute] RoutingOutLogic;Executing process 'Output@Pizzeria.RoutingOutLogic'.
0.104844488421993;Pizza.30;Output@Pizzeria;3.RoutingOutLogic;[Begin];Process 'Output@Pizzeria.RoutingOutLogic' execution started.
0.104844488421993;Pizza.30;Output@Pizzeria;3.RoutingOutLogic;[Fire] RideWaitingEvent;Firing event 'Output@Pizzeria.RiderWaiting'.
0.104844488421993;Pizza.30;Output@Pizzeria;3.RoutingOutLogic;[Ride] OnTransporter;Inserting entity 'Pizza.30' into 'Output@Pizzeria.RidePickupQueue'.
0.104844488421993;Pizza.30;Moto1[1];4.OnEvaluatingRiderReservation;[Begin];Process 'Moto1[1].OnEvaluatingRiderReservation' execution started.
0.104844488421993;Pizza.30;Moto1[1];4.OnEvaluatingRiderReservation;[Decide] IfAcceptTransportRequest;Token branching on condition '(ResourceState==List.ResourceStateName.Idle) || (Entity.CurrentNode==DestinationNode) || (Entity.CurrentNode==CurrentNode && DestinationNode==Nothing)'.
0.104844488421993;Pizza.30;Moto1[1];4.OnEvaluatingRiderReservation;[Decide] IfAcceptTransportRequest;Token sent to 'True' exit.
0.104844488421993;Pizza.30;Moto1[1];4.OnEvaluatingRiderReservation;[End];Process 'Moto1[1].OnEvaluatingRiderReservation' execution ended.
0.104844488421993;Pizza.30;Moto2[1];4.OnEvaluatingRiderReservation;[Begin];Process 'Moto2[1].OnEvaluatingRiderReservation' execution started.
0.104844488421993;Pizza.30;Moto2[1];4.OnEvaluatingRiderReservation;[Decide] IfAcceptTransportRequest;Token branching on condition '(ResourceState==List.ResourceStateName.Idle) || (Entity.CurrentNode==DestinationNode) || (Entity.CurrentNode==CurrentNode && DestinationNode==Nothing)'.
0.104844488421993;Pizza.30;Moto2[1];4.OnEvaluatingRiderReservation;[Decide] IfAcceptTransportRequest;Token sent to 'True' exit.
0.104844488421993;Pizza.30;Moto2[1];4.OnEvaluatingRiderReservation;[End];Process 'Moto2[1].OnEvaluatingRiderReservation' execution ended.
0.104844488421993;Pizza.30;Moto3[1];4.OnEvaluatingRiderReservation;[Begin];Process 'Moto3[1].OnEvaluatingRiderReservation' execution started.
0.104844488421993;Pizza.30;Moto3[1];4.OnEvaluatingRiderReservation;[Decide] IfAcceptTransportRequest;Token branching on condition '(ResourceState==List.ResourceStateName.Idle) || (Entity.CurrentNode==DestinationNode) || (Entity.CurrentNode==CurrentNode && DestinationNode==Nothing)'.
0.104844488421993;Pizza.30;Moto3[1];4.OnEvaluatingRiderReservation;[Decide] IfAcceptTransportRequest;Token sent to 'True' exit.
0.104844488421993;Pizza.30;Moto3[1];4.OnEvaluatingRiderReservation;[End];Process 'Moto3[1].OnEvaluatingRiderReservation' execution ended.
0.104844488421993;Pizza.30;Output@Pizzeria;3.RoutingOutLogic;[Ride] OnTransporter;Entity 'Pizza.30' reserved a ride on transporter 'Moto1[1]'.
0.104844488421993;Pizza.30;Moto1[1];4.OnRiderReservationAccepted;[Begin];Process 'Moto1[1].OnRiderReservationAccepted' execution started.
0.104844488421993;Pizza.30;Moto1[1];4.OnRiderReservationAccepted;[Decide] IfIdle;Token branching on condition 'ResourceState==List.ResourceStateName.Idle'.
0.104844488421993;Pizza.30;Moto1[1];4.OnRiderReservationAccepted;[Decide] IfIdle;Token sent to 'True' exit.
0.104844488421993;--;--;--;--;Ignoring attempt to execute disabled process 'Moto1[1].OnNewSeizeRequest'.
0.104844488421993;Pizza.30;Moto1[1];4.OnRiderReservationAccepted;[Seize] Vehicle;Object 'Moto1[1]' checking availability to seize '1' resource(s) of resource type '[ParentObject] Moto1[1]'.
0.104844488421993;Pizza.30;Moto1[1];4.OnRiderReservationAccepted;[Seize] Vehicle;Object 'Moto1[1]' found '1' currently available resource(s) of resource type '[ParentObject] Moto1[1]'.
0.104844488421993;Pizza.30;Moto1[1];4.OnRiderReservationAccepted;[Seize] Vehicle;Object 'Moto1[1]' seized '1' capacity unit(s) of resource 'Moto1[1]'.
0.104844488421993;Moto1[1];Moto1[1];5.OnCapacityAllocated;[Begin];Process 'Moto1[1].OnCapacityAllocated' execution started.
0.104844488421993;Moto1[1];Moto1[1];5.OnCapacityAllocated;[Assign] ResourceState;Assigning state variable 'Moto1[1].ResourceState' the value '7'. Previous value was '1'.
0.104844488421993;Moto1[1];Moto1[1];5.OnCapacityAllocated;[Assign] OnCapacityAllocatedAssignments;Assigning state variable 'Moto1[1].OnEvaluatingRiderReservation.Enabled' the value '1'. Previous value was '1'.
0.104844488421993;Moto1[1];Moto1[1];5.OnCapacityAllocated;[Assign] OnCapacityAllocatedAssignments;Assigning state variable 'Moto1[1].OnEvaluatingRiderReservation.ReturnValue' the value '1'. Previous value was '1'.
0.104844488421993;Moto1[1];Moto1[1];5.OnCapacityAllocated;[Assign] OnCapacityAllocatedAssignments;Assigning state variable 'Moto1[1].OnEvaluatingSeizeRequest.Enabled' the value '0'. Previous value was '1'.
0.104844488421993;Moto1[1];Moto1[1];5.OnCapacityAllocated;[Assign] OnCapacityAllocatedAssignments;Assigning state variable 'Moto1[1].OnEvaluatingSeizeRequest.ReturnValue' the value '0'. Previous value was '1'.
0.104844488421993;Moto1[1];Moto1[1];5.OnCapacityAllocated;[Assign] OnCapacityAllocatedAssignments;Assigning state variable 'Moto1[1].OnEvaluatingRiderAtPickup.Enabled' the value '1'. Previous value was '1'.
0.104844488421993;Moto1[1];Moto1[1];5.OnCapacityAllocated;[Assign] OnCapacityAllocatedAssignments;Assigning state variable 'Moto1[1].OnEvaluatingRiderAtPickup.ReturnValue' the value '1'. Previous value was '1'.
0.104844488421993;Moto1[1];Moto1[1];5.OnCapacityAllocated;[Fire] AllocatedEvent;Firing event 'Moto1[1].Allocated'.
0.104844488421993;Moto1[1];Moto1[1];5.OnCapacityAllocated;[End];Process 'Moto1[1].OnCapacityAllocated' execution ended.
0.104844488421993;Pizza.30;Moto1[1];4.OnRiderReservationAccepted;[Seize] Vehicle;Object 'Moto1[1]' completed seize of '1' resource(s) of resource type '[ParentObject] Moto1[1]'.
0.104844488421993;Pizza.30;Moto1[1];4.OnRiderReservationAccepted;[SelectVisit] ToAcceptedDestination;Entity 'Moto1[1]' searching its visit request queue containing '1' accepted visit request(s).
0.104844488421993;Pizza.30;Moto1[1];4.OnRiderReservationAccepted;[SelectVisit] ToAcceptedDestination;Entity 'Moto1[1]' selected visit destination 'Output@Pizzeria'.
0.104844488421993;Pizza.30;Moto1[1];4.OnRiderReservationAccepted;[Decide] IfInFreeSpace;Token branching on condition '(CurrentNode==Nothing)&&(CurrentLink==Nothing)&&(CurrentStation==Nothing)'.
0.104844488421993;Pizza.30;Moto1[1];4.OnRiderReservationAccepted;[Decide] IfInFreeSpace;Token sent to 'False' exit.
0.104844488421993;Pizza.30;Moto1[1];4.OnRiderReservationAccepted;[Decide] IfUnpark;Token branching on condition 'IsParked && (OnVisitingNode.TokensInProcess==0)'.
0.104844488421993;Pizza.30;Moto1[1];4.OnRiderReservationAccepted;[Decide] IfUnpark;Token sent to 'True' exit.
0.104844488421993;Pizza.30;Moto1[1];4.OnRiderReservationAccepted;[UnPark] Vehicle;Entity 'Moto1[1]' transferring from '[Station] Output@Pizzeria.ParkingStation' into node 'Output@Pizzeria'.
0.104844488421993;Moto1[1];Output@Pizzeria;5.OnEntered;[Begin];Process 'Output@Pizzeria.OnEntered' execution started.
0.104844488421993;Moto1[1];Output@Pizzeria;5.OnEntered;[Fire] EnteredEvent;Firing event 'Output@Pizzeria.Entered'.
0.104844488421993;Moto1[1];Output@Pizzeria;5.OnEntered;[VisitNode] Entity;Executing process 'Moto1[1].OnVisitingNode'.
0.104844488421993;Moto1[1];Moto1[1];6.OnVisitingNode;[Begin];Process 'Moto1[1].OnVisitingNode' execution started.
0.104844488421993;Moto1[1];Moto1[1];6.OnVisitingNode;[Decide] IfNotVisitingNode;Token branching on condition 'Math.If(IgnoreVisitingCurrentNode, True, ResourceState==List.ResourceStateName.Idle, False, ResourceState==List.ResourceStateName.OffShift, ((OffShiftAction==List.VehicleOffShiftAction.GoToHome)||(OffShiftAction==List.VehicleOffShiftAction.ParkAtHome))&&(HomeNode!=Nothing)&&(DestinationNode==HomeNode)&&(CurrentNode!=HomeNode),(DestinationNode!=Nothing)&&(CurrentNode!=DestinationNode), True, False)'.
0.104844488421993;Moto1[1];Moto1[1];6.OnVisitingNode;[Decide] IfNotVisitingNode;Token sent to 'False' exit.
0.104844488421993;Moto1[1];Moto1[1];6.OnVisitingNode;[Decide] IfBusy;Token branching on condition '(ResourceState==List.ResourceStateName.Busy)||(ResourceState==List.ResourceStateName.OffShiftBusy)'.
0.104844488421993;Moto1[1];Moto1[1];6.OnVisitingNode;[Decide] IfBusy;Token sent to 'False' exit.
0.104844488421993;Moto1[1];Moto1[1];6.OnVisitingNode;[Decide] IfLoadingUnloading;Token branching on condition 'Math.If(ResourceState==List.ResourceStateName.OffShift, False, (ResourceState==List.ResourceStateName.Transporting)||(ResourceState==List.ResourceStateName.OffShiftTransporting), True, Node.RidePickupQueue.NumberWaiting>0)'.
0.104844488421993;Moto1[1];Moto1[1];6.OnVisitingNode;[Decide] IfLoadingUnloading;Token sent to 'True' exit.
0.104844488421993;Moto1[1];Moto1[1];6.OnVisitingNode;[Dropoff] Rider;Transporter 'Moto1[1]' failed to drop off a rider at node 'Output@Pizzeria'. No eligible drop-off requests.
0.104844488421993;Moto1[1];Moto1[1];6.OnVisitingNode;[Assign] ToClearPreferredOwner;Assigning state variable 'Moto1[1].PreferredOwner' the value 'Nothing'. Previous value was 'Nothing'.
0.104844488421993;Moto1[1];Moto1[1];6.OnVisitingNode;[Assign] ToClearPreferredOwner;Assigning state variable 'Moto1[1].OnNewSeizeRequest.Enabled' the value '0'. Previous value was '0'.
0.104844488421993;Moto1[1];Moto1[1];6.OnVisitingNode;[Pickup] Rider;Transporter 'Moto1[1]' searching '1' pickup request(s) waiting at node 'Output@Pizzeria'.
0.104844488421993;Moto1[1];Moto1[1];6.OnVisitingNode;[Pickup] Rider;Transporter 'Moto1[1]' picking up rider 'Pizza.30' at node 'Output@Pizzeria'. 
0.104844488421993;Moto1[1];Moto1[1];6.OnVisitingNode;[Pickup] Rider;Delaying pickup of rider 'Pizza.30' for load time '0.000555555555555556' Hours until time '0.105400043977548' Hours.
0.104844488421993;Pizza.30;Moto1[1];7.OnRiderLoading;[Begin];Process 'Moto1[1].OnRiderLoading' execution started.
0.104844488421993;Pizza.30;Moto1[1];7.OnRiderLoading;[Assign] OnRiderLoadingAssignments;Assigning state variable 'Moto1[1].OnEvaluatingRiderReservation.Enabled' the value '1'. Previous value was '1'.
0.104844488421993;Pizza.30;Moto1[1];7.OnRiderLoading;[Assign] OnRiderLoadingAssignments;Assigning state variable 'Moto1[1].OnEvaluatingRiderReservation.ReturnValue' the value '1'. Previous value was '1'.
0.104844488421993;Pizza.30;Moto1[1];7.OnRiderLoading;[End];Process 'Moto1[1].OnRiderLoading' execution ended.
0.104844488421993;Moto1[1];Output@Pizzeria;5.OnEntered;[VisitNode] Entity;Token waiting at VisitNode step for '1' other processes to complete.
0.104844488421993;Pizza.30;Output@Pizzeria;1.OnEnteredFromAssociatedObject;[Execute] RoutingOutLogic;Token waiting at Execute step for '1' other processes to complete.
0.104844488421993;Pizza.30;Pizzeria;0.OnEnteredProcessing;[End];Process 'Pizzeria.OnEnteredProcessing' execution ended.
0.105400043977548;Moto1[1];Moto1[1];6.OnVisitingNode;[Pickup] Rider;Entity 'Pizza.30' transferring from '[Node] Output@Pizzeria' into station 'Moto1[1].RideStation'.
0.105400043977548;Pizza.30;Moto1[1];0.OnRiderLoaded;[Begin];Process 'Moto1[1].OnRiderLoaded' execution started.
0.105400043977548;Pizza.30;Moto1[1];0.OnRiderLoaded;[EndTransfer] OntoVehicle;Entity 'Pizza.30' ending transfer into station 'Moto1[1].RideStation'.
0.105400043977548;Pizza.30;Output@Pizzeria;7.OnExited;[Begin];Process 'Output@Pizzeria.OnExited' execution started.
0.105400043977548;Pizza.30;Output@Pizzeria;7.OnExited;[Fire] ExitedEvent;Firing event 'Output@Pizzeria.Exited'.
0.105400043977548;Pizza.30;Output@Pizzeria;7.OnExited;[End];Process 'Output@Pizzeria.OnExited' execution ended.
0.105400043977548;Pizza.30;Moto1[1];0.OnRiderLoaded;[End];Process 'Moto1[1].OnRiderLoaded' execution ended.
0.105400043977548;Pizza.30;Pizzeria;2.OnEnteredOutputBuffer;[End];Process 'Pizzeria.OnEnteredOutputBuffer' execution ended.
0.105400043977548;Pizza.30;Output@Pizzeria;3.RoutingOutLogic;[Decide] IfReservingCurrentTransporter;Token branching on condition ''.
0.105400043977548;Pizza.30;Output@Pizzeria;3.RoutingOutLogic;[Decide] IfReservingCurrentTransporter;Token sent to 'False' exit.
0.105400043977548;Pizza.30;Output@Pizzeria;3.RoutingOutLogic;[End];Process 'Output@Pizzeria.RoutingOutLogic' execution ended.
0.105400043977548;Moto1[1];Moto1[1];6.OnVisitingNode;[Pickup] Rider;Transporter 'Moto1[1]' searching '0' pickup request(s) waiting at node 'Output@Pizzeria'.
0.105400043977548;Moto1[1];Moto1[1];6.OnVisitingNode;[Pickup] Rider;Transporter 'Moto1[1]' failed to pick up a rider at node 'Output@Pizzeria'. No eligible pickup requests.
0.105400043977548;Moto1[1];Moto1[1];6.OnVisitingNode;[SelectDropoff] NextTransportDropoff;Transporter 'Moto1[1]' searching its ride station containing '1' rider(s).
0.105400043977548;Moto1[1];Moto1[1];6.OnVisitingNode;[SelectDropoff] NextTransportDropoff;Transporter 'Moto1[1]' selected drop-off destination '<any destination>' requested by rider 'Pizza.30'.
0.105400043977548;Moto1[1];Moto1[1];6.OnVisitingNode;[Decide] IfParked;Token branching on condition 'IsParked'.
0.105400043977548;Moto1[1];Moto1[1];6.OnVisitingNode;[Decide] IfParked;Token sent to 'False' exit.
0.105400043977548;Moto1[1];Moto1[1];6.OnVisitingNode;[Assign] IgnoreVisitingCurrentNodeFlag;Assigning state variable 'Moto1[1].IgnoreVisitingCurrentNode' the value '0'. Previous value was '0'.
0.105400043977548;Moto1[1];Moto1[1];6.OnVisitingNode;[End];Process 'Moto1[1].OnVisitingNode' execution ended.
0.105400043977548;Pizza.30;Output@Pizzeria;1.OnEnteredFromAssociatedObject;[End];Process 'Output@Pizzeria.OnEnteredFromAssociatedObject' execution ended.
0.105400043977548;Moto1[1];Output@Pizzeria;5.OnEntered;[Decide] IfTransporter;Token branching on condition 'Entity.Is.Transporter'.
0.105400043977548;Moto1[1];Output@Pizzeria;5.OnEntered;[Decide] IfTransporter;Token sent to 'True' exit.
0.105400043977548;Moto1[1];Output@Pizzeria;5.OnEntered;[Transfer] ToOutboundLink;Entity 'Moto1[1]' transferring from '[Node] Output@Pizzeria' onto link 'Path3'.
0.105400043977548;Moto1[1];Path3;1.OnEntered;[Begin];Process 'Path3.OnEntered' execution started.
0.105400043977548;Moto1[1];Path3;1.OnEntered;[Assign] EntityMovementRate;Assigning state variable 'Moto1[1].Movement.Rate' the value '40000' Meters per Hour. Previous value was '40000' Meters per Hour.
0.105400043977548;Moto1[1];Path3;1.OnEntered;[EndTransfer] OntoPath;Entity 'Moto1[1]' ending transfer onto link 'Path3'.
0.105400043977548;Moto1[1];Path3;1.OnEntered;[End];Process 'Path3.OnEntered' execution ended.
0.105400043977548;Pizza.30;Moto1[1];4.OnRiderReservationAccepted;[End];Process 'Moto1[1].OnRiderReservationAccepted' execution ended.
0.105400043977548;Moto1[1];Output@Pizzeria;5.OnEntered;[End];Process 'Output@Pizzeria.OnEntered' execution ended.
0.10545881293771;Moto1[1];Output@Pizzeria;5.OnExited;[Begin];Process 'Output@Pizzeria.OnExited' execution started.
